,Unnamed: 0,User,Text,Date,Favorites,Retweets,Mentions,HashTags,docs,streets,highways,exits,markers,road_closed
895,11363,TotalTrafficAUS,"Accident cleared in #Travis on I-35 NB before William Cannon Dr/Exit 228/229, stop and go traffic back to FM-1626/Onion Crk Pkwy/Exit 225 #ATXtraffic http://bit.ly/10BGKax",2020-08-25 13:50:44+00:00,0,1,,#Travis #ATXtraffic,"accident cleared in #travis on i-35 nb before william cannon dr/exit 228/229, stop and go traffic back to fm-1626/onion crk pkwy/exit 225 #atxtraffic http://bit.ly/10bgkax",['crk pkwy'],['i-35'],"['exit 228/229', 'exit 225']",[],1.0
896,11367,TotalTrafficAUS,"Accident cleared in #Manor on 290 WB at FM 973, stop and go traffic back to Old Kimbro Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 13:30:43+00:00,0,1,,#Manor #ATXtraffic,"accident cleared in #manor on 290 wb at fm 973, stop and go traffic back to old kimbro rd #atxtraffic http://bit.ly/10bgkax",['kimbro rd'],[],[],[],1.0
897,11369,TotalTrafficAUS,"Accident in #Travis on I-35 NB before William Cannon Dr/Exit 228/229, stop and go traffic back to FM-1626/Onion Crk Pkwy/Exit 225 #ATXtraffic http://bit.ly/10BGKax",2020-08-25 13:15:44+00:00,0,2,,#Travis #ATXtraffic,"accident in #travis on i-35 nb before william cannon dr/exit 228/229, stop and go traffic back to fm-1626/onion crk pkwy/exit 225 #atxtraffic http://bit.ly/10bgkax",['crk pkwy'],['i-35'],"['exit 228/229', 'exit 225']",[],1.0
898,11370,TotalTrafficAUS,"Accident in #Manor on 290 WB at FM 973, stop and go traffic back to Old Kimbro Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 13:00:43+00:00,0,1,,#Manor #ATXtraffic,"accident in #manor on 290 wb at fm 973, stop and go traffic back to old kimbro rd #atxtraffic http://bit.ly/10bgkax",['kimbro rd'],[],[],[],1.0
899,11372,TotalTrafficHOU,"Accident, right lane blocked in #Southside on S Sam Houston Tollway EB at Hwy 288 #traffic http://bit.ly/17hsIjn",2020-08-25 12:45:43+00:00,0,0,,#Southside #traffic,"accident, right lane blocked in #southside on s sam houston tollway eb at hwy 288 #traffic http://bit.ly/17hsijn",['right lane'],['hwy 288'],[],[],1.0
900,11374,TotalTrafficHOU,"Accident, right lane blocked in #ClintonParkTriCommunity on 610 SB at Sidney Sherman Brg #traffic http://bit.ly/17hsIjn",2020-08-25 12:25:43+00:00,0,0,,#ClintonParkTriCommunity #traffic,"accident, right lane blocked in #clintonparktricommunity on 610 sb at sidney sherman brg #traffic http://bit.ly/17hsijn",['right lane'],[],[],[],1.0
901,11377,TotalTrafficHOU,"Accident cleared in #SeSide on I-45 Gulf Fwy Inbound at Broadway, stop and go traffic back to Monroe #traffic http://bit.ly/17hsIjn",2020-08-25 12:00:43+00:00,0,0,,#SeSide #traffic,"accident cleared in #seside on i-45 gulf fwy inbound at broadway, stop and go traffic back to monroe #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1.0
902,11378,TotalTrafficHOU,"Disabled vehicle. right shoulder blocked in #SeSide on I-45 Gulf Fwy Inbound at Broadway, stop and go traffic back to Monroe #traffic http://bit.ly/17hsIjn",2020-08-25 11:45:43+00:00,0,0,,#SeSide #traffic,"disabled vehicle. right shoulder blocked in #seside on i-45 gulf fwy inbound at broadway, stop and go traffic back to monroe #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1.0
903,11380,TotalTrafficHOU,Accident blocks 3 right lanes in #Montgomery on I-45 Outbound at TX-105/Exit 87 #traffic http://bit.ly/17hsIjn,2020-08-25 11:35:43+00:00,0,0,,#Montgomery #traffic,accident blocks 3 right lanes in #montgomery on i-45 outbound at tx-105/exit 87 #traffic http://bit.ly/17hsijn,[],['i-45'],['exit 87'],[],1.0
904,11381,TotalTrafficHOU,"Accident blocks 3 right lanes in #Montgomery on I-45 Outbound at TX-105/Exit 87, stop and go traffic back to Calvary Rd #traffic http://bit.ly/17hsIjn",2020-08-25 11:30:43+00:00,0,0,,#Montgomery #traffic,"accident blocks 3 right lanes in #montgomery on i-45 outbound at tx-105/exit 87, stop and go traffic back to calvary rd #traffic http://bit.ly/17hsijn",['calvary rd'],['i-45'],['exit 87'],[],1.0
905,11382,TotalTrafficHOU,Accident blocks 3 right lanes in #Montgomery on 45 N Frwy Outbound at TX-105/Exit 87 #traffic http://bit.ly/17hsIjn,2020-08-25 11:20:43+00:00,0,0,,#Montgomery #traffic,accident blocks 3 right lanes in #montgomery on 45 n frwy outbound at tx-105/exit 87 #traffic http://bit.ly/17hsijn,[],[],['exit 87'],[],1.0
906,11386,TotalTrafficAUS,"A crash is blocking the right lane. in #Travis on TX-71 EB at US 183/Bastrop Hwy, slow traffic back to Riverside Dr #ATXtraffic http://bit.ly/10BGKax",2020-08-25 07:30:43+00:00,0,1,,#Travis #ATXtraffic,"a crash is blocking the right lane. in #travis on tx-71 eb at us 183/bastrop hwy, slow traffic back to riverside dr #atxtraffic http://bit.ly/10bgkax","['right lane', 'bastrop hwy']",['us 183'],[],[],1.0
911,11408,TotalTrafficHOU,Accident cleared in #SouthSide on Hwy 288 SB at Southmore #traffic http://bit.ly/17hsIjn,2020-08-25 01:05:42+00:00,0,0,,#SouthSide #traffic,accident cleared in #southside on hwy 288 sb at southmore #traffic http://bit.ly/17hsijn,[],['hwy 288'],[],[],1.0
912,11409,TotalTrafficHOU,"Accident. two left lanes blocked in #SouthSide on Hwy 288 SB at Southmore, stop and go traffic back to 69 SW Fwy #traffic http://bit.ly/17hsIjn",2020-08-25 00:50:43+00:00,1,0,,#SouthSide #traffic,"accident. two left lanes blocked in #southside on hwy 288 sb at southmore, stop and go traffic back to 69 sw fwy #traffic http://bit.ly/17hsijn",[],['hwy 288'],[],[],1.0
913,11416,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Travis on I 35 SB at Hwy 183/Anderson Ln #ATXtraffic http://bit.ly/10BGKax,2020-08-24 23:55:43+00:00,0,1,,#Travis #ATXtraffic,disabled vehicle. right shoulder blocked in #travis on i 35 sb at hwy 183/anderson ln #atxtraffic http://bit.ly/10bgkax,[],['hwy 183'],[],[],1.0
914,11417,TotalTrafficAUS,Accident. right shoulder blocked in #AustinEastSide on US 183 SB at Loyola Ln #ATXtraffic http://bit.ly/10BGKax,2020-08-24 23:55:43+00:00,0,1,,#AustinEastSide #ATXtraffic,accident. right shoulder blocked in #austineastside on us 183 sb at loyola ln #atxtraffic http://bit.ly/10bgkax,[],['us 183'],[],[],1.0
915,11418,TotalTrafficHOU,"Accident, left lane blocked in #SouthSide on 610 S Lp WB at Hwy 288 #traffic http://bit.ly/17hsIjn",2020-08-24 23:30:43+00:00,0,0,,#SouthSide #traffic,"accident, left lane blocked in #southside on 610 s lp wb at hwy 288 #traffic http://bit.ly/17hsijn",[],['hwy 288'],[],[],1.0
917,11421,TotalTrafficBTR,"Accident, left lane blocked in #EastBatonRouge on I 10 WB before Siegen Lane/LA-3246/Exit 163 #traffic http://bit.ly/12oyfoo",2020-08-24 23:05:43+00:00,0,0,,#EastBatonRouge #traffic,"accident, left lane blocked in #eastbatonrouge on i 10 wb before siegen lane/la-3246/exit 163 #traffic http://bit.ly/12oyfoo",['siegen lane'],[],['exit 163'],[],1.0
918,11424,TotalTrafficBTR,"Accident, two lanes blocked in #EastBatonRouge on I 10 WB before Siegen Lane/LA-3246/Exit 163 #traffic http://bit.ly/12oyfoo",2020-08-24 22:35:43+00:00,0,0,,#EastBatonRouge #traffic,"accident, two lanes blocked in #eastbatonrouge on i 10 wb before siegen lane/la-3246/exit 163 #traffic http://bit.ly/12oyfoo",['siegen lane'],[],['exit 163'],[],1.0
919,11426,TotalTrafficAUS,"Disabled vehicle cleared in #Travis on Mopac NB at 45th St, stop and go traffic back to 35th St #ATXtraffic http://bit.ly/10BGKax",2020-08-24 22:35:43+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle cleared in #travis on mopac nb at 45th st, stop and go traffic back to 35th st #atxtraffic http://bit.ly/10bgkax","['45th st', '35th st']",[],[],[],1.0
920,11427,TotalTrafficAUS,"Disabled vehicle, right lane blocked in #Travis on Mopac NB at 45th St, stop and go traffic back to 35th St #ATXtraffic http://bit.ly/10BGKax",2020-08-24 22:30:43+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle, right lane blocked in #travis on mopac nb at 45th st, stop and go traffic back to 35th st #atxtraffic http://bit.ly/10bgkax","['right lane', '45th st', '35th st']",[],[],[],1.0
921,11433,TotalTrafficHOU,"Disabled vehicle cleared in #Downtown on I-45 Outbound before 69, stop and go traffic back to I-10 #traffic http://bit.ly/17hsIjn",2020-08-24 22:00:43+00:00,0,1,,#Downtown #traffic,"disabled vehicle cleared in #downtown on i-45 outbound before 69, stop and go traffic back to i-10 #traffic http://bit.ly/17hsijn",[],"['i-45', 'i-10']",[],[],1.0
922,11435,TotalTrafficHOU,"Disabled vehicle, left lane blocked in #Downtown on I-45 Gulf Fwy Outbound before 69, stop and go traffic back to Allen Pky/Houston Ave/Exit 47 #traffic http://bit.ly/17hsIjn",2020-08-24 21:45:43+00:00,0,0,,#Downtown #traffic,"disabled vehicle, left lane blocked in #downtown on i-45 gulf fwy outbound before 69, stop and go traffic back to allen pky/houston ave/exit 47 #traffic http://bit.ly/17hsijn",['houston ave'],['i-45'],['exit 47'],[],1.0
923,11440,TotalTrafficHOU,"Accident cleared in #SwSide on US-69 SW Fwy Outbound before Kirkwood, stop and go traffic back to Bissonnet #traffic http://bit.ly/17hsIjn",2020-08-24 21:20:43+00:00,0,0,,#SwSide #traffic,"accident cleared in #swside on us-69 sw fwy outbound before kirkwood, stop and go traffic back to bissonnet #traffic http://bit.ly/17hsijn",[],['us-69'],[],[],1.0
924,11444,TotalTrafficHOU,"Accident, left lane blocked in #SwSide on US-69 SW Fwy Outbound before Kirkwood, stop and go traffic back to Bissonnet #traffic http://bit.ly/17hsIjn",2020-08-24 21:05:43+00:00,0,0,,#SwSide #traffic,"accident, left lane blocked in #swside on us-69 sw fwy outbound before kirkwood, stop and go traffic back to bissonnet #traffic http://bit.ly/17hsijn",[],['us-69'],[],[],1.0
925,11447,TotalTrafficHOU,Accident. four left lanes blocked in #SwSide on US-69 SW Fwy Outbound before Kirkwood #traffic http://bit.ly/17hsIjn,2020-08-24 20:45:43+00:00,0,0,,#SwSide #traffic,accident. four left lanes blocked in #swside on us-69 sw fwy outbound before kirkwood #traffic http://bit.ly/17hsijn,[],['us-69'],[],[],1.0
926,11450,TotalTrafficBTR,Accident cleared in #St.Martin on I 10 WB between LA-328/Breaux Bridge/Exit 109 and Louisiana Ave/Exit 104 #traffic http://bit.ly/12oyfoo,2020-08-24 20:20:43+00:00,0,0,,#St #traffic,accident cleared in #st.martin on i 10 wb between la-328/breaux bridge/exit 109 and louisiana ave/exit 104 #traffic http://bit.ly/12oyfoo,['louisiana ave'],[],"['exit 109', 'exit 104']",[],1.0
927,11451,TotalTrafficHOU,"Accident, three lanes blocked in #Humble on US-69 Eastex Fwy Outbound at Aldine Bender #traffic http://bit.ly/17hsIjn",2020-08-24 20:05:43+00:00,0,0,,#Humble #traffic,"accident, three lanes blocked in #humble on us-69 eastex fwy outbound at aldine bender #traffic http://bit.ly/17hsijn",[],['us-69'],[],[],1.0
928,11453,TotalTrafficBTR,"Accident, right lane blocked in #St.Martin on I 10 WB between LA-328/Breaux Bridge/Exit 109 and Louisiana Ave/Exit 104 #traffic http://bit.ly/12oyfoo",2020-08-24 20:05:43+00:00,0,0,,#St #traffic,"accident, right lane blocked in #st.martin on i 10 wb between la-328/breaux bridge/exit 109 and louisiana ave/exit 104 #traffic http://bit.ly/12oyfoo","['right lane', 'louisiana ave']",[],"['exit 109', 'exit 104']",[],1.0
929,11455,TotalTrafficHOU,Accident. two right lanes blocked in #Humble on US-69 Eastex Fwy Outbound at Aldine Bender #traffic http://bit.ly/17hsIjn,2020-08-24 19:55:43+00:00,0,0,,#Humble #traffic,accident. two right lanes blocked in #humble on us-69 eastex fwy outbound at aldine bender #traffic http://bit.ly/17hsijn,[],['us-69'],[],[],1.0
930,11458,TotalTrafficHOU,Road debris on right shoulder in #NorthSide on I-45 N Fwy Outbound at Cypresswood #traffic http://bit.ly/17hsIjn,2020-08-24 19:50:43+00:00,0,0,,#NorthSide #traffic,road debris on right shoulder in #northside on i-45 n fwy outbound at cypresswood #traffic http://bit.ly/17hsijn,[],['i-45'],[],[],1.0
931,11461,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Travis on Mopac SB at La Crosse Ave #ATXtraffic http://bit.ly/10BGKax,2020-08-24 19:30:43+00:00,0,0,,#Travis #ATXtraffic,disabled vehicle. right shoulder blocked in #travis on mopac sb at la crosse ave #atxtraffic http://bit.ly/10bgkax,['crosse ave'],[],[],[],1.0
932,11462,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #KyleHaysCounty on I-35 NB at FM-150/Exit 213 #ATXtraffic http://bit.ly/10BGKax,2020-08-24 19:30:43+00:00,0,0,,#KyleHaysCounty #ATXtraffic,disabled vehicle. right shoulder blocked in #kylehayscounty on i-35 nb at fm-150/exit 213 #atxtraffic http://bit.ly/10bgkax,[],['i-35'],['exit 213'],[],1.0
933,11463,TotalTrafficAUS,"Accident cleared in #Travis on I-35 SB at Cesar Chavez St/Exit 234, slow traffic back to 8th St/Exit 234 #ATXtraffic http://bit.ly/10BGKax",2020-08-24 19:25:43+00:00,0,0,,#Travis #ATXtraffic,"accident cleared in #travis on i-35 sb at cesar chavez st/exit 234, slow traffic back to 8th st/exit 234 #atxtraffic http://bit.ly/10bgkax","['chavez st', '8th st']",['i-35'],"['exit 234', 'exit 234']",[],1.0
934,11465,TotalTrafficAUS,"Disabled vehicle cleared in #Austin on TX-71 WB at Old Bee Cave Rd, slow traffic back to Fletcher Ln #ATXtraffic http://bit.ly/10BGKax",2020-08-24 19:10:43+00:00,0,0,,#Austin #ATXtraffic,"disabled vehicle cleared in #austin on tx-71 wb at old bee cave rd, slow traffic back to fletcher ln #atxtraffic http://bit.ly/10bgkax",['cave rd'],[],[],[],1.0
935,11467,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Georgetown on I 35 NB at Hwy 29/Exit 261 #ATXtraffic http://bit.ly/10BGKax,2020-08-24 19:00:43+00:00,0,0,,#Georgetown #ATXtraffic,disabled vehicle. right shoulder blocked in #georgetown on i 35 nb at hwy 29/exit 261 #atxtraffic http://bit.ly/10bgkax,[],['hwy 29'],['exit 261'],[],1.0
936,11468,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Kyle on I-35 SB at Yarrington Rd/Exit 210 #ATXtraffic http://bit.ly/10BGKax,2020-08-24 19:00:42+00:00,0,0,,#Kyle #ATXtraffic,disabled vehicle. right shoulder blocked in #kyle on i-35 sb at yarrington rd/exit 210 #atxtraffic http://bit.ly/10bgkax,['yarrington rd'],['i-35'],['exit 210'],[],1.0
937,11469,TotalTrafficHOU,Accident. three right lanes blocked in #Downtown on I-10 Baytown Outbound at San Jacinto #traffic http://bit.ly/17hsIjn,2020-08-24 18:55:43+00:00,0,0,,#Downtown #traffic,accident. three right lanes blocked in #downtown on i-10 baytown outbound at san jacinto #traffic http://bit.ly/17hsijn,[],['i-10'],[],[],1.0
938,11472,TotalTrafficAUS,"Accident. right shoulder blocked, right lane partially blocked in #Travis on I-35 SB at Cesar Chavez St/Exit 234, stop and go traffic back to 8th St/Exit 234 #ATXtraffic http://bit.ly/10BGKax",2020-08-24 18:50:44+00:00,0,0,,#Travis #ATXtraffic,"accident. right shoulder blocked, right lane partially blocked in #travis on i-35 sb at cesar chavez st/exit 234, stop and go traffic back to 8th st/exit 234 #atxtraffic http://bit.ly/10bgkax","['right lane', 'chavez st', '8th st']",['i-35'],"['exit 234', 'exit 234']",[],1.0
939,11474,TotalTrafficAUS,"Disabled vehicle, left lane blocked in #Austin on TX-71 WB at Old Bee Cave Rd, slow traffic back to Fletcher Ln #ATXtraffic http://bit.ly/10BGKax",2020-08-24 18:50:43+00:00,0,0,,#Austin #ATXtraffic,"disabled vehicle, left lane blocked in #austin on tx-71 wb at old bee cave rd, slow traffic back to fletcher ln #atxtraffic http://bit.ly/10bgkax",['cave rd'],[],[],[],1.0
940,11477,TotalTrafficHOU,Accident. right shoulder blocked in #Downtown on I-10 Baytown Outbound at San Jacinto #traffic http://bit.ly/17hsIjn,2020-08-24 18:45:43+00:00,0,0,,#Downtown #traffic,accident. right shoulder blocked in #downtown on i-10 baytown outbound at san jacinto #traffic http://bit.ly/17hsijn,[],['i-10'],[],[],1.0
941,11479,TotalTrafficHOU,Accident. two right lanes blocked in #SouthEastSide on I-45 Gulf Fwy Inbound after Monroe #traffic http://bit.ly/17hsIjn,2020-08-24 18:25:43+00:00,0,0,,#SouthEastSide #traffic,accident. two right lanes blocked in #southeastside on i-45 gulf fwy inbound after monroe #traffic http://bit.ly/17hsijn,[],['i-45'],[],[],1.0
942,11481,TotalTrafficHOU,Disabled vehicle. three center lanes blocked in #Houston on US-69 SW Fwy Inbound at S Rice Ave #traffic http://bit.ly/17hsIjn,2020-08-24 18:10:43+00:00,0,0,,#Houston #traffic,disabled vehicle. three center lanes blocked in #houston on us-69 sw fwy inbound at s rice ave #traffic http://bit.ly/17hsijn,['rice ave'],['us-69'],[],[],1.0
943,11483,TotalTrafficHOU,Car fire. right lane blocked in #SouthEastSide on I-45 Gulf Fwy Inbound after Monroe #traffic http://bit.ly/17hsIjn,2020-08-24 18:05:43+00:00,0,0,,#SouthEastSide #traffic,car fire. right lane blocked in #southeastside on i-45 gulf fwy inbound after monroe #traffic http://bit.ly/17hsijn,['right lane'],['i-45'],[],[],1.0
944,11486,TotalTrafficHOU,Disabled vehicle. center lane blocked in #Houston on US-69 SW Fwy Inbound at S Rice Ave #traffic http://bit.ly/17hsIjn,2020-08-24 18:00:45+00:00,0,0,,#Houston #traffic,disabled vehicle. center lane blocked in #houston on us-69 sw fwy inbound at s rice ave #traffic http://bit.ly/17hsijn,"['center lane', 'rice ave']",['us-69'],[],[],1.0
945,11490,TotalTrafficAUS,"Traffic lights working incorrectly, caution in #Manchaca on FM 1626 at Bliss Spillar Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-24 17:40:43+00:00,0,0,,#Manchaca #ATXtraffic,"traffic lights working incorrectly, caution in #manchaca on fm 1626 at bliss spillar rd #atxtraffic http://bit.ly/10bgkax",['spillar rd'],[],[],[],1.0
946,11493,TotalTrafficHOU,"Accident, left lane blocked in #NwSide on Hwy 290 NW Fwy Inbound at The W Sam Houston Tollway, stop and go traffic back to Senate #traffic http://bit.ly/17hsIjn",2020-08-24 17:20:43+00:00,0,0,,#NwSide #traffic,"accident, left lane blocked in #nwside on hwy 290 nw fwy inbound at the w sam houston tollway, stop and go traffic back to senate #traffic http://bit.ly/17hsijn",[],['hwy 290'],[],[],1.0
947,11495,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Travis on US 183 SB at FM 1625 #ATXtraffic http://bit.ly/10BGKax,2020-08-24 17:15:43+00:00,0,0,,#Travis #ATXtraffic,disabled vehicle. right shoulder blocked in #travis on us 183 sb at fm 1625 #atxtraffic http://bit.ly/10bgkax,[],['us 183'],[],[],1.0
948,11497,TotalTrafficHOU,"Accident. exit ramp blocked in #NorthSide on 610 N Lp WB at The N Fwy, stop and go traffic back to The Hardy Toll Rd. #traffic http://bit.ly/17hsIjn",2020-08-24 16:30:44+00:00,0,0,,#NorthSide #traffic,"accident. exit ramp blocked in #northside on 610 n lp wb at the n fwy, stop and go traffic back to the hardy toll rd. #traffic http://bit.ly/17hsijn",['toll rd'],[],[],[],1.0
